@relation 'mini-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-3,5-13'

@attribute average_time_per_learning_session numeric
@attribute target {0,1}

@data
11.307393,0
56.548616,1
46.110506,0
6.214866,0
82.395778,1
5.13035,0
68.405,1
87.341576,0
0.963603,1
7.190814,1
63.648853,1
80.092993,0
27.658629,1
17.361938,1
46.607562,0
35.81477,1
64.640293,1
26.996766,0
31.620332,0
3.443963,0
0.064445,0
26.930381,1
68.310967,0
56.818253,1
110.371799,1
41.027869,0
27.62721,0
79.31226,0
60.113487,1
23.112785,1
11.051567,1
82.652901,1
54.470335,1
57.847884,1
40.136314,1
122.838034,1
26.042116,1
58.875522,1
24.953278,0
99.813289,1
87.147228,0
13.414013,0
32.451319,1
31.723829,0
63.309855,1
70.317533,0
139.374962,0
11.783416,1
34.155465,1
47.820523,1
16.671962,0
56.984767,0
11.719021,1
20.364823,1
23.697189,1
19.787085,0
89.248986,1
390.069319,1
23.590945,1
26.105404,1
41.423883,0
2.383843,1
77.705568,0
17.155106,1
1.850795,1
383.539746,1
21.227222,1
17.576252,1
89.980254,0
24.866176,1
155.246466,1
56.45938,0
52.628294,1
57.273081,0
5.98843,1
183.745286,1
28.383931,1
17.269523,1
7.181008,0
33.995642,0
53.57753,0
187.892281,1
28.704719,1
104.496502,1
44.492233,1
36.516202,1
1.080648,0
5.408568,1
60.832335,0
6.924011,1
26.749146,1
18.089447,0
18.426931,0
74.689683,0
123.527191,1
13.207947,1
7.1994,0
15.84804,1
15.736087,0
11.062102,1
126.38453,1
50.65206,1
2.893598,0
59.870165,1
5.235463,1
57.354621,0
51.236625,1
9.614289,0
13.650778,1
17.098959,1
12.678547,1
85.486952,1
29.589473,1
21.651002,0
35.267672,1
151.455225,1
52.95125,0
144.387459,0
46.979599,1
17.727126,1
120.209392,1
22.249427,1
14.686184,1
175.377534,1
19.997662,0
88.971234,0
131.973293,1
177.245384,1
136.580547,0
84.477832,1
38.89692,1
77.12948,1
15.07909,1
6.168312,0
9.296465,1
55.699856,0
21.269632,1
1.02464,0
171.716557,1
21.080334,1
96.730445,0
81.596893,1
270.591425,1
144.361673,0
12.612459,0
14.237424,0
28.200978,0
28.954431,0
35.682604,0
5.683873,0
4.496878,0
28.675807,1
2.874546,1
111.710983,0
2.033018,0
97.143183,1
21.265735,1
60.607716,1
18.09753,1
18.955111,1
37.186316,1
13.873205,0
12.034489,1
107.105506,0
20.509281,0
11.980522,1
13.001797,1
45.294369,0
11.280051,1
27.333115,0
6.721429,0
21.686898,1
16.186132,1
12.063966,0
19.049014,0
27.318746,1
49.874713,0
70.549726,0
46.803178,1
24.596418,0
84.515901,0
40.768572,1
31.621464,1
11.436149,1
133.323514,0
7.606761,1
48.692675,1
54.033217,1
97.895829,1
67.727307,0
151.753974,0
67.196538,1
61.829348,1
13.734209,1
37.039802,0
62.404771,1
5.783888,1
5.598732,1
15.420416,0
1.927495,0
78.342641,0
33.447126,0
120.643121,0
16.49651,0
9.906793,1
165.420796,1
59.594568,1
11.339143,1
1.167102,0
3.364235,1
50.637888,1
13.678751,1
10.386863,1
70.602255,1
7.229029,1
3.195168,1
5.907092,1
53.988331,0
5.938137,1
42.767228,0
12.424072,0
60.474924,1
44.265013,1
38.862722,0
101.931429,1
95.907602,1
9.525045,1
44.88107,0
80.213192,0
30.195154,0
87.641016,0
2.70964,0
40.875976,1
83.67551,1
217.269331,1
24.767482,1
141.880755,1
17.241701,0
5.356355,0
96.900626,1
2.561091,1
215.577948,1
33.116426,1
74.476445,0
8.729352,1
45.175866,1
70.084668,1
77.794729,0
15.132253,1
136.299689,1
180.710482,1
24.569928,0
34.682115,1
135.010593,0
120.357862,1
23.051511,1
50.893012,0
166.490107,0
140.057612,1
196.399997,1
93.423965,1
15.28065,0
5.575408,1
32.184276,0
95.954506,1
1.508232,1
129.793023,0
201.056111,1
21.788094,1
63.27415,0
65.154712,1
121.946442,0
60.812337,1
120.681574,1
37.008627,0
58.400617,0
0.698376,1
3.201512,1
1.632934,1
38.050945,1
53.412346,1
21.04118,0
12.477024,1
20.007903,0
144.982206,1
20.239869,0
9.930894,1
35.401184,1
12.406579,1
10.050055,0
6.19358,1
31.206686,1
57.650394,1
285.728706,1
173.325321,1
154.719319,0
115.406502,1
3.91008,1
104.803239,1
68.918669,0
8.648225,1
2.516447,0
14.101654,0
11.996879,1
6.302075,1
3.189185,1
163.477492,0
3.934779,1
9.933707,0
13.68958,1
192.806107,1
54.988496,1
45.474088,1
46.157567,1
20.305682,1
84.24347,1
17.290174,1
13.624486,1
22.48259,1
7.760819,1
53.930533,1
1.659037,1
24.318697,1
45.01901,1
38.426048,0
243.994515,1
43.469971,0
53.759543,0
17.745015,1
38.057499,0
31.126565,1
29.942498,1
198.986457,1
6.384294,0
6.051917,1
12.862857,0
10.85048,0
254.850315,1
32.162208,1
9.501763,1
65.240382,1
154.456992,0
32.631118,0
307.497991,1
23.392673,1
22.616646,0
7.295312,1
24.750477,0
20.506813,1
1.261663,0
21.280156,0
90.770505,1
95.083499,1
3.081115,0
41.118892,1
42.214633,0
50.044069,1
10.60886,0
165.412736,1
99.05074,0
62.06116,1
398.59495,1
6.240997,1
34.580331,0
27.478666,1
76.317069,1
25.406852,1
127.339914,0
58.659719,1
13.918541,1
50.541857,0
180.284994,1
18.569197,1
16.046465,0
111.645847,1
72.865658,0
1.51999,1
50.359222,0
66.898862,0
3.612981,0
148.395576,1
8.40484,1
39.023075,1
228.39775,1
19.665023,0
38.863763,0
72.433083,1
0.177144,1
77.249163,1
31.547559,0
30.291491,1
5.987757,1
78.225168,1
4.672433,0
15.115797,0
3.73652,1
20.955017,1
94.613633,1
63.176604,1
97.571898,1
36.753605,0
8.120254,1
217.348859,1
0.741355,1
8.402218,0
5.299499,0
35.019012,1
168.434384,0
13.549512,0
44.069643,0
54.391525,0
76.213345,0
56.097032,0
23.617358,1
116.606226,0
29.768087,1
51.310845,0
12.7286,0
10.686028,1
104.781002,0
100.788177,0
33.063026,1
119.314487,1
29.812515,1
32.442068,0
76.933431,1
7.982728,0
82.411118,1
21.58141,0
59.460163,1
83.13572,0
132.881703,0
91.749373,0
17.173377,1
40.701291,1
35.963274,1
45.408084,1
210.289074,1
8.33993,1
74.00106,0
27.067383,0
7.928279,1
206.361196,1
46.711901,1
72.687273,0
23.77567,0
69.33973,1
0.866638,0
33.598651,0
28.302122,0
12.532847,1
6.292246,0
42.482059,1
124.103555,1
25.047925,0
35.518596,0
122.934683,1
17.658218,1
58.252147,1
116.474513,0
85.701599,1
0.522899,1
63.395404,1
34.156007,0
63.614356,1
5.270634,1
31.080871,0
36.110191,1
7.501212,1
0.395809,0
60.936311,1
7.098745,0
59.111366,0
75.088751,0
1.629613,1
52.74704,1
33.542094,1
164.071033,0
63.187211,1
17.329671,1
2.364715,1
65.008181,1
52.331774,1
47.441615,0
25.340668,1
10.243591,0
11.399255,0
46.077084,0
19.944064,1
25.776674,1
16.670168,1
9.991194,1
320.734082,1
72.462658,1
55.302415,1
184.73557,1
89.002146,1
11.168671,0
17.675402,0
0.612811,0
21.145869,0
137.800875,1
14.248742,0
95.890297,0
69.812441,0
21.013047,1
69.05956,0
121.162693,1
0.093898,0
8.267415,1
67.971586,1
34.773511,0
7.98888,1
57.670795,1
5.315093,1
4.871178,1
51.997613,0
68.933698,1
18.27536,1
19.863234,0
39.731059,0
24.954927,0
70.888729,0
20.568656,1
144.357453,1
37.044683,1
8.208309,0
22.598491,0
28.905995,0
19.747324,1
50.092144,1
120.923951,1
27.546317,1
29.63166,1
22.638184,0
42.703826,1
89.589581,0
125.997964,1
132.772072,0
147.742523,1
140.193845,1
103.217149,0
63.221103,1
2.832508,1
52.366933,1
26.282974,0
4.116219,1
117.897387,1
11.1738,1
94.337269,1
11.495389,1
10.205917,0
57.003289,1
24.568526,0
6.201775,0
10.358166,0
1.420973,1
30.596557,0
13.030176,0
89.265506,0
70.176429,0
5.743715,0
28.521646,1
13.082672,1
26.959542,1
61.517548,0
88.860643,1
23.901113,1
4.082352,0
35.97872,1
8.320023,1
8.979277,0
236.008813,1
52.030195,0
2.448273,0
7.680683,1
23.095573,1
131.464764,1
31.01918,0
99.142062,1
51.358153,1
138.756983,1
16.491496,1
76.944267,1
124.548052,0
79.70813,1
25.795,1
102.748861,0
119.328577,1
27.855146,0
68.183878,1
85.021516,1
315.375792,1
213.845495,1
56.472596,1
41.34305,0
3.529712,1
4.697602,0
22.45562,1
28.647763,0
12.077136,1
13.832061,1
18.181397,1
2.835721,1
14.777578,1
4.540195,0
44.140182,1
32.916395,1
6.914203,0
67.036634,1
12.775139,0
111.589091,0
75.913455,0
144.450427,0
216.371464,1
54.514462,0
30.736063,0
9.223464,1
74.596145,1
15.052562,0
447.095844,1
19.518544,1
63.229293,0
4.494951,1
48.70487,1
31.895924,1
108.87153,0
99.373948,0
12.090541,1
38.165421,0
107.31595,1
39.487791,1
14.16956,1
44.958413,0
14.2847,1
77.682271,1
160.825869,1
46.863117,1
25.331225,0
16.94354,1
21.221686,0
117.019242,1
39.917552,1
1.981355,1
16.446434,1
22.972459,1
204.986285,1
61.728335,1
75.321742,0
56.508444,1
83.358281,1
11.267243,1
87.328191,0
79.750127,1
36.03503,1
57.913295,1
5.548125,1
193.975506,1
41.314796,1
16.25303,1
48.110059,1
18.186515,0
14.584945,0
150.748103,1
10.416602,0
89.884892,0
62.346384,1
9.284316,1
36.633795,1
42.238831,1
21.272795,1
15.958555,1
101.624809,1
1.819501,0
20.566489,0
82.679789,1
65.312537,1
26.836911,1
7.720091,1
15.960971,0
129.212861,1
77.888214,1
32.384561,0
77.503329,0
162.379996,1
65.324519,1
95.990002,0
31.482221,1
66.839215,0
80.763232,1
46.521369,0
221.847299,1
41.771456,1
39.867952,0
33.889171,0
12.941722,1
60.548186,1
84.908084,1
87.317104,0
33.119712,1
30.752401,1
83.861232,1
54.71099,1
8.555983,0
72.318066,1
17.464925,1
14.949525,1
90.185401,0
75.096336,1
32.716182,0
35.473124,1
341.281729,1
35.250495,1
33.732513,0
229.935804,1
99.485929,0
14.230945,1
16.425744,1
83.863893,1
37.152044,1
11.565354,0
53.405827,1
3.403741,1
39.682479,0
32.218042,0
53.219746,0
7.314316,0
5.578511,0
24.659097,1
32.109643,1
19.390861,0
60.606017,1
117.39546,1
205.740125,1
12.11847,1
81.374099,0
187.795009,1
15.275315,1
63.939403,1
107.266078,1
39.726641,0
88.119543,0
104.638784,0
62.048483,0
9.015559,0
93.069834,1
22.527644,0
16.466957,0
2.263174,0
16.822078,0
95.585836,1
21.996541,0
14.793343,1
31.694218,1
20.992606,0
24.727126,1
34.460411,1
20.975519,1
78.357099,1
123.92475,1
110.404423,1
36.655723,0
20.126513,1
36.466561,1
3.417195,1
17.802069,1
6.429955,1
34.274279,0
54.45331,1
91.428925,1
8.894964,1
7.356887,1
9.785899,0
18.603553,0
11.273902,0
56.76053,1
4.035885,0
6.204223,1
23.894321,1
78.630224,1
57.104728,1
25.99182,1
202.100149,1
86.597164,0
41.256619,0
225.94043,1
129.929578,0
76.367789,1
119.092614,1
65.08879,1
17.346581,1
117.322047,0
93.542557,1
107.271084,1
15.294373,1
41.95454,1
101.778588,1
5.216551,0
19.476409,1
22.127309,0
79.443079,0
74.172141,1
40.978518,1
29.657127,0
37.147997,0
19.427533,1
54.752642,0
93.556746,1
8.475686,1
96.802455,0
13.500277,1
2.342403,1
5.318,0
3.68206,1
19.894312,1
110.257703,0
37.803296,0
16.600322,1
5.317268,1
134.990483,0
87.333824,1
32.321965,1
24.529738,0
73.535714,1
87.938696,1
45.561515,0
30.840034,0
137.290569,1
18.298782,1
40.342429,1
36.610974,1
57.744496,1
13.618421,0
8.783181,1
54.614293,1
44.223944,1
36.404239,1
6.353948,0
11.11902,1
65.911339,0
13.063457,1
38.774166,1
17.258436,1
147.224394,1
78.340901,1
99.450127,0
37.944613,0
39.844408,1
89.641018,1
2.507407,1
35.046776,0
159.318057,1
86.776645,1
99.500158,1
223.232636,1
21.334479,0
78.646225,0
3.750731,1
230.396859,1
6.562145,1
17.383306,1
7.65467,0
22.745954,1
284.919931,1
173.950047,1
47.885702,0
14.724089,1
5.653647,1
0.693782,0
8.272811,0
1.32816,0
66.371065,1
72.087059,1
54.363102,1
36.951305,0
153.703081,0
181.994495,1
108.412038,1
80.805688,1
132.717309,1
5.704972,0
39.136473,0
29.919523,1
12.67564,0
2.431664,0
5.076706,1
49.667906,0
0.509779,1
188.865597,1
12.243571,1
11.083484,1
44.562777,1
64.838983,0
4.738847,1
18.100601,0
72.105196,0
27.211021,0
20.426359,1
29.967583,0
59.615873,1
64.003849,0
158.227811,1
33.830557,0
84.812446,0
99.928732,0
39.736408,0
18.756079,0
122.017259,1
10.488238,1
308.962745,1
71.651831,1
187.953005,1
18.780573,1
9.296503,1
45.537197,1
58.3436,1
26.035295,1
32.629836,1
1.603085,0
8.503105,1
124.811682,1
39.290025,1
11.279295,0
37.537709,1
9.729245,0
5.207047,0
55.567432,0
19.79059,0
87.865694,0
3.877532,1
94.28773,0
52.73644,1
31.780776,0
22.357865,1
189.617291,1
28.632226,0
49.447134,0
0.214153,0
1.366069,1
32.712352,0
33.481042,0
95.200017,0
19.03963,0
16.544774,1
20.254653,1
35.320541,0
5.021937,1
62.386395,1
330.63903,1
18.938756,0
23.623974,0
84.573199,1
142.006563,1
10.226298,1
23.760761,1
18.737853,1
52.375067,1
76.270238,1
41.844652,0
20.590933,1
228.771343,1
64.627876,0
74.455778,1
8.851059,1
16.94297,1
105.881673,0
45.795451,1
31.688521,1
8.712596,1
36.941428,1
98.89896,0
45.503207,1
53.035244,1
235.801377,1
295.331997,1
24.261971,1
43.645942,1
3.006219,1
45.553172,0
5.201368,1
22.235802,1
142.33867,1
68.977215,0
134.641257,0
19.694767,0
47.532173,1
212.311699,1
8.171632,0
99.408708,0
5.097835,1
16.131948,1
66.361792,0
21.634177,1
45.865911,0
12.406011,1
5.481238,1
116.597103,0
10.241162,0
100.452437,1
90.736835,0
152.254247,1
73.304478,0
102.900734,1
27.173284,0
5.060219,1
203.285189,1
0.298624,1
29.265932,1
50.708363,1
93.266398,1
111.473301,1
24.8575,0
83.326567,1
119.196128,0
39.692914,0
86.980994,1
58.650961,1
128.232271,0
0.896117,1
13.497117,1
7.404853,0
27.217339,1
126.893658,0
113.900203,1
104.620369,1
76.989248,1
11.79059,0
6.802063,1
66.572323,1
60.31567,1
1.673419,1
22.143807,0
1.307027,1
41.009943,0
38.01399,0
209.995948,1
48.639961,1
11.768236,0
36.965019,1
23.88212,1
69.41008,1
5.742347,1
11.727835,1
67.153965,1
56.50849,0
124.396051,0
78.419455,0
85.098994,1
49.183961,1
200.251587,1
22.662092,1
15.567487,0
17.341586,0
35.98903,1
1.711816,1
23.105015,0
4.222097,1
249.126057,1
23.843737,1
45.28203,1
284.21501,1
20.730148,1
85.42436,1
42.038513,1
26.173706,1
24.493855,0
34.726412,1
2.494825,1
30.895143,1
43.235616,0
15.740932,0
13.669052,1
68.629638,0
110.60067,0
92.967497,1
111.345323,0
17.885864,0
14.127462,1
34.959611,0
128.682494,1
57.810798,1
176.247613,1
196.019829,1
47.280589,0
18.700803,1
193.735002,1
45.505738,0
2.410626,0
64.483481,0
191.229946,1
24.394057,0
14.467283,0
66.743917,1
198.068718,1
45.908048,1
54.559307,1
24.130652,0
9.365993,0
31.305248,1
150.584372,0
104.833358,1
66.993144,0
144.017635,0
61.677402,0
25.940639,0
95.598851,1
80.806484,0
67.56183,0
1.004491,1
22.912905,1
4.282114,0
30.582884,1
28.604713,1
22.624466,1
6.04905,1
8.692445,0
15.215207,0
28.651432,1
63.846951,1
49.321874,1
0.568404,1
28.467101,1
91.93765,1
137.943158,1
10.750002,1
77.372762,0
45.257599,1
66.650832,0
0.925226,1
0.957416,0
18.082239,1
253.742467,1
169.094012,1
9.150692,1
96.586129,1
15.183574,0
6.231633,1
44.832228,0
3.343325,1
10.708971,0
132.482704,1
22.287229,1
216.749839,1
65.5659,0
19.302238,0
11.036789,0
72.544878,1
12.143679,0
66.14502,1
142.309514,1
13.188952,1
30.512617,0
121.260058,0
31.126857,1
49.853529,1
194.375934,1
0.070664,0
7.281756,1
9.829668,1
36.311168,0
32.186633,0
19.28559,0
120.363989,1
20.658898,1
22.521436,0
69.442263,1
104.138813,0
8.872552,0
131.768426,1
7.343492,0
1.394082,0
132.098688,1
96.971703,1
322.521383,1
53.330117,1
38.6269,0
150.740193,1
46.821794,1
274.973188,1
32.971571,0
13.889985,0
14.930079,1
78.979392,1
199.704508,1
76.32382,1
32.147467,1
11.227329,0
37.920013,1
5.654704,1
60.273597,0
59.327038,1
107.916558,1
10.845592,1
86.627634,1
12.776297,1
114.566106,1
71.14325,1
46.223049,1
106.943075,1
155.169766,1
30.97192,0
35.027294,0
62.034171,0
9.670196,0
3.983678,0
114.45602,0
96.52436,0
20.656827,0
1.744121,0
14.606208,1
46.139342,1
3.356688,1
24.106356,1
77.210396,1
56.475186,1
8.953705,1
9.66105,1
119.88329,1
76.970162,0
5.168247,0
164.522158,1
21.313537,1
150.379691,1
19.250258,0
65.485741,0
122.367087,0
42.922019,0
22.58593,0
3.888917,0
71.652466,0
56.494216,0
75.710641,1
0.079753,0
121.288651,0
99.641525,1
39.96446,0
33.231949,1
8.714274,1
16.156225,0
8.104712,1
12.632582,0
56.673512,1
43.01022,0
18.430972,1
134.286294,1
53.149807,1
11.874086,0
7.038971,1
38.447502,1
351.919697,1
25.759077,0
16.372745,1
12.802263,1
30.101457,1
203.45364,1
67.140171,0
0.482351,1
20.321327,1
167.091591,1
39.804269,1
22.317456,0
38.239568,1
66.470546,1
8.522477,1
26.725723,0
58.485043,0
40.262722,1
40.642813,1
87.279648,1
180.613232,1
1.5008,1
45.036788,1
11.79401,1
0.273681,1
19.429581,0
1.172487,0
20.683557,1
111.2184,0
79.41833,1
174.916047,1
21.799971,1
58.618758,0
187.790806,1
65.110873,0
41.524698,1
47.545147,1
0.149964,0
12.202741,1
16.111594,0
14.544463,1
71.273596,0
36.681637,0
36.94449,1
203.519393,1
33.343847,1
272.458072,1
10.700534,0
0.306205,0
132.343287,0
73.702722,1
47.795678,0
58.620818,0
48.830397,1
37.590865,0
33.715085,0
77.566528,1
15.401031,1
112.623729,1
91.663834,0
9.608101,1
52.350596,0
14.180167,0
89.094896,1
60.751522,1
81.8676,1
16.351241,0
1.745122,1
21.085759,1
134.988571,0
0.06064,1
67.502725,1
51.159004,1
58.184464,1
74.103679,0
87.410335,1
72.257684,1
85.228658,1
39.531665,1
22.120833,0
29.725843,0
46.318202,1
44.718789,1
21.147162,0
99.787459,1
25.504804,0
49.275998,1
64.530366,1
12.415436,1
42.839295,0
75.519999,0
43.635259,1
126.22556,1
67.774999,1
123.354446,0
63.981801,1
40.072203,0
4.862647,0
45.051207,0
6.40323,0
50.728493,0
106.682079,1
10.40702,1
83.419686,0
71.975624,1
10.345092,1
30.913075,1
23.541061,1
44.777389,1
47.399886,1
11.429163,0
37.591855,1
353.673797,1
52.503459,0
87.367962,0
100.841393,1
13.427578,1
74.317248,0
25.407574,1
4.102488,0
77.963874,1
47.241745,1
107.132072,1
0.127121,0
77.72625,1
84.676639,1
6.259663,0
171.011046,0
57.110732,0
14.20333,1
83.321327,0
59.060734,1
31.934088,1
8.172739,1
6.115916,0
4.627958,0
5.275004,0
104.139219,0
41.500585,0
41.220828,0
18.491765,0
36.832481,0
3.28805,1
30.018188,1
21.455577,1
7.824274,0
23.68044,0
177.143226,1
1.685313,0
32.423673,0
47.432199,1
2.676439,1
48.0502,1
84.834808,1
8.523041,1
28.167183,1
19.384308,1
18.011978,1
59.542293,1
33.095849,1
99.343063,0
52.262014,1
2.147793,1
25.738558,0
162.412201,1
9.164816,1
9.12399,1
29.339878,0
346.541666,1
116.865279,1
52.898971,0
88.921004,1
35.06606,0
45.301742,1
24.286981,0
25.459294,1
6.627837,1
118.808979,0
49.182735,0
42.569499,0
30.531632,0
55.930791,0
38.861427,1
9.916087,1
68.075715,1
76.801723,0
140.237329,1
101.309488,0
9.219533,1
22.238301,0
199.87213,1
19.898049,0
79.931877,1
25.641228,1
0.823188,0
78.969705,1
17.789165,0
66.940837,1
17.499818,1
13.855103,0
57.10615,0
43.35506,1
13.786115,1
135.647104,1
66.848636,1
4.786192,1
59.269664,1
360.324426,1
25.315907,1
25.627145,0
128.699103,1
66.313251,0
137.913737,1
98.593284,0
139.533507,0
55.58227,1
215.162402,1
53.704919,1
70.914756,1
139.041467,1
15.581622,1
83.690969,1
123.101751,0
91.576481,0
22.454767,1
46.296123,1
1.216833,0
112.260657,1
14.934543,1
35.861645,1
39.331107,0
100.612268,0
68.631747,1
94.417871,0
67.158457,0
1.424846,1
64.745365,1
12.835741,1
62.285165,1
80.818737,0
38.858653,1
6.799698,0
3.043512,0
119.895632,1
88.029149,1
55.396543,1
110.876713,0
39.661306,1
27.774684,1
113.314381,1
63.542423,1
37.227106,0
48.481384,0
21.554551,0
150.808862,1
5.543636,1
7.300222,0
24.623456,1
143.090511,1
76.390726,0
82.03836,1
77.966572,1
14.852437,1
12.252855,0
29.611512,1
15.479693,0
34.255555,1
23.591194,1
188.047736,1
27.807315,0
21.948332,0
74.421629,0
38.221763,1
49.725442,0
15.269469,0
6.752512,1
14.975652,1
19.953749,1
20.799358,0
90.968894,1
78.05944,1
6.669526,0
8.992487,1
6.988415,1
59.331209,1
28.860855,1
63.55771,0
128.246298,1
51.681463,1
71.9295,0
16.354987,0
94.542882,1
3.564395,1
12.36939,1
14.09508,1
17.087038,1
0.287112,1
21.341577,1
9.720836,1
196.502267,1
24.386585,0
15.969628,0
15.716766,1
70.946327,0
21.569885,0
31.885687,1
33.553647,1
2.001889,1
35.044022,0
91.618246,0
70.717572,1
17.706112,0
60.738864,0
19.325471,1
23.588197,1
10.615959,1
34.22037,0
53.151488,1
14.032066,1
4.911533,1
39.248691,1
56.959956,1
67.781809,0
25.960047,0
80.366998,0
15.121801,0
15.039994,1
5.59352,1
275.927131,1
11.780438,1
93.55486,0
45.653924,1
52.355116,1
151.287491,1
21.495922,0
1.8667,1
68.490889,0
12.426367,0
27.691503,0
2.146242,1
67.867295,1
69.276153,1
6.298321,1
14.594467,1
75.67561,1
8.49936,0
17.302537,0
249.96166,1
36.661456,0
155.493917,0
20.815345,0
12.250986,1
67.086215,1
32.129522,1
19.125006,1
49.184246,0
0.572575,0
26.324252,1
152.591816,0
15.384892,1
24.0862,1
59.008275,1
110.67525,0
51.045047,1
53.310845,1
5.59718,0
17.180612,1
91.053201,1
104.338828,1
29.845614,1
29.561089,0
17.352551,1
21.120342,0
43.030534,1
7.499986,0
34.360428,0
15.746608,1
89.510944,1
122.702335,1
23.780396,0
23.330779,1
9.691116,1
29.863678,1
58.817051,1
12.758713,0
13.386799,1
9.761947,0
92.160948,0
25.472076,0
112.126651,0
26.930526,0
17.364649,1
5.292971,1
22.174171,0
5.715514,1
20.551692,0
10.850802,1
6.689874,1
10.527708,1
46.072496,1
141.776259,0
12.337723,1
20.643344,1
28.383218,1
86.38734,1
95.76684,1
54.742297,0
16.182365,0
1.968882,1
6.787341,1
16.70031,0
57.370071,0
118.165745,0
23.528376,1
135.52653,1
12.758481,0
4.614772,0
43.851502,0
34.688792,1
10.483543,0
15.649714,0
68.632935,1
64.358085,1
5.376901,1
49.925276,1
17.887138,1
44.980544,1
74.576157,0
7.256112,0
73.20655,0
1.148462,1
62.428656,1
39.026146,1
130.131433,0
16.26665,1
42.2718,0
140.063376,1
32.342746,0
51.259254,1
22.116966,0
14.813976,1
156.271664,0
76.724602,1
38.329156,1
26.692251,1
25.90889,0
9.139574,0
15.042888,0
66.812782,1
44.21916,0
61.46578,1
22.896418,1
31.250107,1
42.705881,1
16.466359,0
50.425783,0
434.452561,1
49.48727,1
6.749365,1
32.533686,0
29.30927,1
31.174541,1
4.261003,1
61.228153,1
74.414718,1
6.386944,1
16.977897,1
42.812362,0
7.407647,0
65.298027,1
52.204852,1
56.298439,1
16.477435,1
26.162567,0
113.523039,0
3.249315,1
2.744366,1
86.080532,0
13.322658,1
37.713249,1
11.185447,1
52.757299,1
57.368705,1
38.863589,1
18.720736,1
16.360785,1
102.951803,0
45.036828,1
51.209115,0
23.484339,1
30.609765,0
18.077835,1
18.991788,1
41.528094,1
124.022742,0
53.635472,0
9.053138,0
7.106877,0
63.066344,0
30.226364,0
73.303543,1
22.773614,0
118.122449,0
12.854835,1
4.617252,1
259.061368,1
12.515872,0
3.637636,1
49.747978,1
91.679363,1
3.495699,0
5.029771,0
79.139281,0
14.458469,1
99.48315,0
50.177382,1
30.03232,1
23.340392,0
86.301205,1
98.269318,1
53.012974,0
35.355625,1
13.17672,0
144.838551,0
16.188826,0
18.828814,1
92.5126,0
33.944689,1
18.047569,1
22.249326,0
45.381042,1
76.858928,1
69.579991,1
50.923081,0
46.358894,1
17.028015,1
9.282063,1
22.358759,1
81.348056,1
131.569694,0
57.972616,0
79.47458,1
53.177487,1
76.097894,0
64.19791,0
10.432892,0
118.921105,1
71.150594,1
50.652167,0
7.842248,0
34.137127,1
22.869009,0
113.076845,0
66.500535,1
55.815591,0
35.685278,1
46.048357,0
102.626248,0
11.52852,1
6.055613,1
37.012793,1
61.71765,0
47.408904,1
8.801412,1
9.339379,1
57.034304,0
9.729608,1
16.227875,1
80.164815,1
37.414669,0
1.427515,1
98.051417,1
13.431438,1
35.556765,1
21.095518,1
57.871804,1
17.10482,1
64.575288,0
110.48463,0
26.759035,1
77.739511,1
4.637071,1
6.375637,0
188.778532,1
126.501239,1
7.789765,1
7.882813,1
162.722779,1
35.165861,0
54.530642,1
4.029805,0
114.470491,1
71.764829,0
15.161638,1
63.784741,0
23.948026,1
140.451152,1
55.29851,1
99.474273,1
8.763908,1
65.065801,1
219.427327,1
7.032622,0
139.753399,1
38.225634,1
87.926054,1
13.720909,1
1.259472,0
2.815351,1
11.605297,1
3.412049,0
26.406959,1
108.640105,1
4.845125,0
14.858749,0
16.098492,0
3.231428,0
50.936279,1
44.541016,1
105.358241,1
72.74198,0
94.561598,1
74.544487,0
140.935223,0
49.445801,1
1.847719,1
73.240752,0
22.27152,0
39.689372,0
33.530859,1
69.936534,0
11.161952,1
4.838176,1
43.13998,1
65.368779,0
13.981736,1
6.96303,1
32.04478,0
11.023077,0
89.451353,1
126.681874,1
82.125285,1
33.124677,1
5.188833,1
31.048323,0
112.453345,1
49.653651,0
25.808783,1
332.768016,1
5.362081,0
44.837323,0
176.084277,0
63.645569,1
30.877501,0
181.663112,1
48.628633,1
50.873232,0
7.487554,0
67.367993,1
123.108988,1
21.591561,1
31.831374,0
10.138617,1
0.291206,1
36.049771,1
73.431482,0
122.983396,1
38.76589,0
40.468723,0
29.945172,1
23.199146,0
46.390053,0
60.094403,0
63.676779,1
28.484643,1
0.402337,1
133.333677,0
153.54658,0
12.81485,1
9.863364,0
92.922205,1
6.860928,0
56.144045,1
106.849208,1
47.872282,0
37.036302,0
5.509304,1
28.714525,1
9.716017,0
86.439857,1
10.652123,1
39.034472,0
93.51481,1
29.808409,1
33.714202,1
2.888284,1
11.188153,1
20.754645,0
66.734729,1
12.480378,0
61.089869,0
49.109674,1
111.199173,1
23.247424,0
46.371856,1
9.53796,1
18.424108,0
145.329022,1
25.283857,0
13.927766,1
57.0539,1
71.988492,1
16.537813,1
30.292414,0
6.186041,0
10.853651,0
171.293706,1
1.059084,0
54.427774,0
55.189986,1
14.055865,1
12.123374,0
17.157514,0
3.509632,0
28.800192,1
118.903487,1
81.851892,1
20.95116,1
51.810381,1
11.492561,1
50.47095,0
42.311549,1
99.555657,1
14.800745,1
24.193737,0
51.396975,1
16.82313,1
122.981501,1
