@relation 'mini-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,9,11-13'

@attribute average_login_time numeric
@attribute average_time_per_learning_session numeric
@attribute abandoned_learning_sessions numeric
@attribute preferred_difficulty_level {Low,Medium,High}
@attribute target numeric

@data
13.308609,6.214866,3,High,0
15.314197,82.395778,2,High,1
16.7736,5.13035,2,Low,0
18.725206,68.405,3,Low,1
16.270352,87.341576,9,Low,0
20.131867,0.963603,5,Medium,1
14.669128,7.190814,4,Low,1
14.320941,63.648853,6,Medium,1
15.811659,80.092993,0,Low,0
17.558377,27.658629,0,High,1
13.824648,17.361938,3,Medium,1
15.374454,46.607562,1,Low,0
11.005374,35.81477,3,Medium,1
17.484894,64.640293,3,Medium,1
18.592426,26.996766,1,Low,0
15.3963,31.620332,5,Medium,0
17.824345,3.443963,5,Low,0
17.108652,0.064445,2,Low,0
14.517381,26.930381,5,Low,1
11.169864,68.310967,4,Medium,0
17.266733,56.818253,5,Low,1
21.238518,110.371799,1,Medium,1
12.012063,41.027869,3,Low,0
14.281881,27.62721,1,Medium,0
8.789479,79.31226,1,High,0
14.344215,60.113487,5,Low,1
8.298783,23.112785,2,Medium,1
18.151145,11.051567,6,Medium,1
13.830633,82.652901,3,Low,1
12.627115,54.470335,2,Medium,1
14.566408,57.847884,5,Medium,1
11.554427,40.136314,2,Low,1
16.67331,122.838034,2,Low,1
19.027004,26.042116,2,Medium,1
13.2987,58.875522,3,Medium,1
12.000666,24.953278,3,Medium,0
13.887448,99.813289,5,Medium,1
13.02969,87.147228,5,Medium,0
16.627889,13.414013,3,Medium,0
10.796934,32.451319,3,Medium,1
15.896083,31.723829,2,Low,0
15.268573,63.309855,0,Medium,1
10.811931,70.317533,3,Low,0
14.212015,139.374962,6,Low,0
11.409859,11.783416,1,High,1
13.894057,34.155465,2,Medium,1
10.381213,47.820523,2,High,1
18.772321,16.671962,3,Low,0
17.362666,56.984767,1,Medium,0
13.927585,11.719021,3,Low,1
13.881976,20.364823,2,Medium,1
15.188574,23.697189,2,Low,1
12.374003,19.787085,2,Medium,0
14.080327,89.248986,1,Medium,1
12.127788,390.069319,2,Low,1
14.656352,23.590945,6,Medium,1
12.914058,26.105404,4,High,1
14.141426,41.423883,5,Low,0
16.743109,2.383843,2,High,1
13.723603,77.705568,3,Medium,0
16.141748,17.155106,4,Medium,1
11.369284,1.850795,4,Medium,1
17.695448,383.539746,1,Low,1
15.525463,21.227222,2,Low,1
15.40349,17.576252,1,High,1
15.946968,89.980254,4,Low,0
21.759866,24.866176,3,High,1
16.048456,155.246466,4,Low,1
8.082399,56.45938,4,Medium,0
13.127998,52.628294,3,Medium,1
16.095106,57.273081,4,Medium,0
21.19879,5.98843,2,Medium,1
13.480637,183.745286,3,Low,1
12.366858,28.383931,4,Low,1
14.453372,17.269523,2,Low,1
15.901843,7.181008,6,Medium,0
20.484236,33.995642,6,Medium,0
18.871539,53.57753,2,High,0
15.722746,187.892281,6,Medium,1
16.300988,28.704719,2,Medium,1
16.264948,104.496502,2,Low,1
17.051809,44.492233,2,High,1
12.047421,36.516202,4,High,1
17.714307,1.080648,4,Medium,0
15.790687,5.408568,1,Medium,1
18.712815,60.832335,6,Low,0
12.334532,6.924011,4,Low,1
18.522953,26.749146,3,Medium,1
14.599686,18.089447,1,High,0
11.215454,18.426931,4,Low,0
14.328919,74.689683,3,Low,0
14.398956,123.527191,2,Medium,1
16.003391,13.207947,3,Low,1
13.747979,7.1994,3,Low,0
16.141614,15.84804,1,Low,1
18.841022,15.736087,0,Low,0
19.276477,11.062102,3,Low,1
21.68739,126.38453,4,Medium,1
12.503312,50.65206,4,Low,1
14.231086,2.893598,2,Low,0
19.228065,59.870165,2,Low,1
13.197028,5.235463,7,Medium,1
12.163641,57.354621,3,High,0
17.955119,51.236625,4,Low,1
14.074335,9.614289,6,Low,0
12.963386,13.650778,3,Low,1
13.428323,17.098959,5,High,1
7.514787,12.678547,4,Medium,1
15.325603,85.486952,3,Medium,1
14.121777,29.589473,2,Low,1
13.291771,21.651002,3,Medium,0
12.464348,35.267672,3,Medium,1
13.633329,151.455225,0,Medium,1
14.679379,52.95125,0,Low,0
22.168437,144.387459,5,Low,0
10.777619,46.979599,2,High,1
21.318086,17.727126,2,High,1
15.377465,120.209392,2,Low,1
16.873271,22.249427,4,Low,1
12.916289,14.686184,3,High,1
12.836011,175.377534,2,Low,1
15.783633,19.997662,2,Low,0
12.546496,88.971234,3,High,0
16.378977,131.973293,1,Low,1
17.209405,177.245384,0,Low,1
11.043607,136.580547,2,Medium,0
14.399004,84.477832,4,Medium,1
11.83752,38.89692,1,Low,1
13.720647,77.12948,1,High,1
17.154379,15.07909,5,Medium,1
14.75278,6.168312,4,High,0
19.612955,9.296465,1,Low,1
18.755413,55.699856,2,Low,0
16.643448,21.269632,1,High,1
16.440365,1.02464,3,High,0
16.130873,171.716557,3,Low,1
14.810227,21.080334,4,Medium,1
16.521339,96.730445,2,Low,0
13.471252,81.596893,5,Low,1
10.278512,270.591425,4,Low,1
11.739428,144.361673,3,Low,0
18.118762,12.612459,3,Low,0
19.379464,14.237424,5,Medium,0
14.722836,28.200978,5,Medium,0
13.925135,28.954431,3,Medium,0
15.220163,35.682604,1,Low,0
16.715403,5.683873,2,Low,0
11.946999,4.496878,3,Low,0
12.052671,28.675807,4,High,1
14.3992,2.874546,2,Low,1
12.362842,111.710983,4,Medium,0
8.043943,2.033018,2,High,0
13.196954,97.143183,7,Low,1
12.508758,21.265735,2,Low,1
15.307625,60.607716,5,High,1
13.172448,18.09753,6,Low,1
10.328197,18.955111,2,High,1
16.62287,37.186316,1,Low,1
14.006461,13.873205,7,Low,0
13.126572,12.034489,0,High,1
10.236038,107.105506,4,Low,0
11.700542,20.509281,3,High,0
13.053614,11.980522,1,High,1
16.289972,13.001797,0,Medium,1
16.143952,45.294369,4,Medium,0
12.621179,11.280051,2,Medium,1
11.370721,27.333115,3,High,0
13.059145,6.721429,4,High,0
19.766968,21.686898,3,Low,1
15.891471,16.186132,2,Low,1
11.854267,12.063966,3,Low,0
14.95465,19.049014,3,Low,0
20.547424,27.318746,4,High,1
12.129569,49.874713,5,High,0
14.159356,70.549726,0,Low,0
12.497084,46.803178,5,Medium,1
15.802207,24.596418,3,Low,0
6.092359,84.515901,5,Low,0
17.40654,40.768572,1,Low,1
10.630167,31.621464,4,Low,1
18.619589,11.436149,2,Low,1
18.153754,133.323514,2,Low,0
17.674593,7.606761,1,High,1
11.673439,48.692675,4,High,1
12.45786,54.033217,0,Low,1
21.417058,97.895829,4,Low,1
11.432223,67.727307,1,Low,0
15.32185,151.753974,2,Low,0
16.37199,67.196538,4,High,1
19.56843,61.829348,2,Low,1
18.329405,13.734209,1,Medium,1
16.650992,37.039802,3,Low,0
19.906832,62.404771,3,Low,1
17.72288,5.783888,4,Medium,1
17.918951,5.598732,3,Medium,1
10.148214,15.420416,2,Medium,0
12.381563,1.927495,3,Low,0
12.272095,78.342641,7,Low,0
16.969545,33.447126,4,Low,0
13.004586,120.643121,2,Low,0
17.558829,16.49651,2,High,0
7.960059,9.906793,4,Low,1
17.342251,165.420796,3,Low,1
10.812845,59.594568,2,Low,1
12.298776,11.339143,3,Low,1
12.820923,1.167102,4,Low,0
17.62122,3.364235,1,Low,1
19.331367,50.637888,3,High,1
17.52929,13.678751,4,Low,1
13.37326,10.386863,1,Medium,1
14.858417,70.602255,5,High,1
13.646376,7.229029,3,Low,1
12.961297,3.195168,6,Low,1
18.57372,5.907092,4,Medium,1
11.726956,53.988331,5,Medium,0
13.205494,5.938137,5,High,1
14.259357,42.767228,2,Medium,0
16.612883,12.424072,5,Medium,0
16.356389,60.474924,2,Medium,1
16.196247,44.265013,2,Low,1
20.993424,38.862722,5,Medium,0
19.971874,101.931429,4,Medium,1
15.234176,95.907602,1,Low,1
17.080908,9.525045,2,Low,1
14.234343,44.88107,4,Low,0
15.70267,80.213192,4,Low,0
17.866912,30.195154,3,Medium,0
10.71004,87.641016,4,Medium,0
22.923326,2.70964,3,High,0
15.712385,40.875976,3,Medium,1
15.14594,83.67551,4,Low,1
14.005181,217.269331,3,Low,1
16.293967,24.767482,5,Low,1
19.176815,141.880755,3,High,1
20.765463,17.241701,2,Low,0
10.088031,5.356355,1,High,0
11.667134,96.900626,0,Medium,1
17.833488,2.561091,3,Medium,1
14.666903,215.577948,2,Medium,1
13.220637,33.116426,0,High,1
15.069781,74.476445,0,Low,0
11.153888,8.729352,2,Medium,1
16.715741,45.175866,3,Low,1
12.810983,70.084668,2,High,1
16.54968,77.794729,3,Medium,0
11.429175,15.132253,5,High,1
18.124476,136.299689,2,Low,1
17.758298,180.710482,8,Low,1
15.655064,24.569928,3,High,0
15.435206,34.682115,3,Low,1
18.889486,135.010593,1,Medium,0
11.189453,120.357862,2,Medium,1
15.869938,23.051511,5,Low,1
12.237823,50.893012,5,Low,0
18.038976,166.490107,4,Medium,0
18.222116,140.057612,7,Low,1
12.083905,196.399997,2,Low,1
17.335938,93.423965,1,Low,1
10.494061,15.28065,2,Medium,0
11.988949,5.575408,5,Low,1
12.489746,32.184276,5,Medium,0
17.617631,95.954506,2,Medium,1
17.816861,1.508232,3,Low,1
18.885743,129.793023,2,Low,0
16.494145,201.056111,4,Low,1
17.726535,21.788094,2,High,1
10.683816,63.27415,2,Low,0
19.327728,65.154712,3,Medium,1
17.57279,121.946442,2,Low,0
15.463743,60.812337,1,Medium,1
19.025972,120.681574,4,High,1
19.471757,37.008627,4,High,0
19.39127,58.400617,0,Medium,0
17.744732,0.698376,2,Low,1
17.320703,3.201512,4,Medium,1
11.907741,1.632934,3,Low,1
16.795171,38.050945,2,High,1
17.864932,53.412346,4,Low,1
16.76012,21.04118,2,Low,0
18.114141,12.477024,2,Medium,1
17.60467,20.007903,7,Medium,0
16.790248,144.982206,3,Medium,1
17.700006,20.239869,5,Low,0
13.640265,9.930894,0,Low,1
14.164869,35.401184,4,Medium,1
11.257188,12.406579,4,Low,1
17.142728,10.050055,3,Low,0
14.250711,6.19358,4,High,1
15.817298,31.206686,1,Medium,1
15.385835,57.650394,4,Low,1
17.014362,285.728706,4,Low,1
18.353391,173.325321,3,Medium,1
15.851594,154.719319,0,Medium,0
10.342637,115.406502,2,Medium,1
15.332223,3.91008,3,Medium,1
18.881809,104.803239,1,Low,1
13.620869,68.918669,1,High,0
14.633263,8.648225,1,Medium,1
19.688307,2.516447,1,Medium,0
15.01224,14.101654,3,High,0
20.777039,11.996879,3,Low,1
13.768455,6.302075,1,Medium,1
16.016873,3.189185,0,Medium,1
14.736519,163.477492,3,Low,0
17.915273,3.934779,4,Low,1
15.229771,9.933707,4,Low,0
16.882818,13.68958,1,Medium,1
23.131299,192.806107,6,Low,1
14.496604,54.988496,5,Low,1
15.604732,45.474088,1,Medium,1
21.47612,46.157567,3,Low,1
12.694045,20.305682,4,High,1
12.832077,84.24347,3,Low,1
15.253057,17.290174,5,High,1
17.883289,13.624486,1,Medium,1
13.4229,22.48259,2,Low,1
15.53452,7.760819,2,High,1
10.380068,53.930533,0,Low,1
20.130475,1.659037,4,Medium,1
18.569103,24.318697,1,Low,1
16.407175,45.01901,1,Low,1
19.449012,38.426048,2,Low,0
15.607274,243.994515,3,Low,1
15.125784,43.469971,2,Medium,0
13.430622,53.759543,0,Medium,0
14.862393,17.745015,3,High,1
14.425373,38.057499,7,Low,0
14.627782,31.126565,1,Low,1
17.521056,29.942498,5,Medium,1
15.181493,198.986457,3,Medium,1
11.402795,6.384294,0,High,0
13.817672,6.051917,4,Low,1
10.234114,12.862857,3,High,0
16.579949,10.85048,2,High,0
14.069834,254.850315,3,High,1
16.654642,32.162208,4,Low,1
13.553997,9.501763,1,High,1
16.739136,65.240382,5,Medium,1
18.01253,154.456992,0,Low,0
15.644924,32.631118,4,Low,0
11.370572,307.497991,3,Low,1
17.556321,23.392673,6,High,1
13.124625,22.616646,2,Medium,0
22.127761,7.295312,1,High,1
18.165545,24.750477,2,Medium,0
13.892187,20.506813,1,Low,1
15.144878,1.261663,2,Low,0
16.541322,21.280156,5,High,0
14.57159,90.770505,1,Low,1
13.701992,95.083499,2,Low,1
17.808538,3.081115,3,High,0
14.824482,41.118892,6,Medium,1
13.191839,42.214633,1,Low,0
7.732492,50.044069,2,Medium,1
18.098855,10.60886,4,High,0
20.623864,165.412736,1,Low,1
13.621571,99.05074,2,High,0
18.367964,62.06116,3,Medium,1
12.182347,398.59495,5,Medium,1
14.814756,6.240997,2,Low,1
12.893322,34.580331,2,Low,0
20.46327,27.478666,4,Low,1
13.53465,76.317069,0,Low,1
16.695603,25.406852,4,Medium,1
18.609814,127.339914,3,Low,0
9.514574,58.659719,3,High,1
10.073238,13.918541,1,High,1
17.534653,50.541857,1,Low,0
17.755399,180.284994,6,Medium,1
17.201264,18.569197,3,Low,1
21.085249,16.046465,4,Low,0
14.545349,111.645847,6,Medium,1
11.249344,72.865658,1,Low,0
16.496327,1.51999,4,Low,1
16.703588,50.359222,3,High,0
17.880784,66.898862,2,High,0
16.490781,3.612981,1,Low,0
17.238209,148.395576,2,Low,1
12.142216,8.40484,5,Medium,1
14.152816,39.023075,2,High,1
15.867447,228.39775,5,Medium,1
14.096055,19.665023,4,Low,0
15.251461,38.863763,8,Low,0
15.398089,72.433083,3,High,1
13.182075,0.177144,8,Low,1
16.266254,77.249163,2,Low,1
14.911858,31.547559,3,Low,0
15.232118,30.291491,1,Medium,1
20.718114,5.987757,2,High,1
12.071644,78.225168,1,Low,1
17.922306,4.672433,4,Low,0
11.951009,15.115797,3,Low,0
13.473986,3.73652,2,Low,1
20.16607,20.955017,4,Low,1
13.301137,94.613633,3,High,1
15.678691,63.176604,5,Low,1
16.590907,97.571898,4,Medium,1
12.421589,36.753605,2,Medium,0
19.08963,8.120254,4,Low,1
12.45297,217.348859,1,Low,1
13.924526,0.741355,7,High,1
17.510448,8.402218,6,Medium,0
14.040086,5.299499,2,Medium,0
18.502358,35.019012,3,Low,1
16.042506,168.434384,5,Low,0
9.785275,13.549512,5,Low,0
14.587307,44.069643,3,High,0
14.408526,54.391525,7,Medium,0
16.707362,76.213345,3,High,0
13.04603,56.097032,2,Medium,0
14.005873,23.617358,8,Low,1
15.903408,116.606226,3,Medium,0
12.772767,29.768087,0,High,1
16.500319,51.310845,2,Low,0
17.862269,12.7286,2,Medium,0
17.364879,10.686028,5,High,1
12.374066,104.781002,3,Medium,0
18.17508,100.788177,1,Low,0
18.504508,33.063026,4,Low,1
14.404639,119.314487,1,Low,1
16.291905,29.812515,1,Low,1
14.939946,32.442068,7,Medium,0
14.343336,76.933431,4,High,1
13.565011,7.982728,4,Low,0
15.112612,82.411118,6,Low,1
22.290683,21.58141,6,Medium,0
16.535295,59.460163,3,Low,1
13.773047,83.13572,4,Medium,0
13.996683,132.881703,2,Medium,0
19.282104,91.749373,4,High,0
12.252638,17.173377,5,High,1
15.538063,40.701291,3,Medium,1
19.450417,35.963274,1,Low,1
15.084379,45.408084,5,Low,1
15.179393,210.289074,0,Medium,1
12.271413,8.33993,6,Medium,1
14.512576,74.00106,5,Medium,0
12.980324,27.067383,2,Low,0
13.741763,7.928279,1,Low,1
18.128546,206.361196,1,Low,1
11.157002,46.711901,3,Medium,1
12.518131,72.687273,6,Low,0
22.263072,23.77567,5,High,0
9.422436,69.33973,3,Medium,1
13.372507,0.866638,2,High,0
14.564306,33.598651,2,Low,0
11.680785,28.302122,3,Medium,0
17.323621,12.532847,4,High,1
18.112937,6.292246,2,High,0
17.356734,42.482059,2,Medium,1
19.97172,124.103555,2,Medium,1
16.358933,25.047925,1,Low,0
18.515547,35.518596,1,Medium,0
14.054465,122.934683,6,Low,1
10.542223,17.658218,4,Low,1
15.733232,58.252147,1,Medium,1
17.919576,116.474513,1,High,0
23.406401,85.701599,5,Medium,1
2.366189,0.522899,4,High,1
17.170938,63.395404,4,Low,1
15.598866,34.156007,2,High,0
14.632537,63.614356,3,Low,1
15.99319,5.270634,3,Medium,1
16.289804,31.080871,3,Medium,0
12.223981,36.110191,2,Medium,1
10.213196,7.501212,8,High,1
16.650075,0.395809,4,Low,0
16.922967,60.936311,5,Low,1
13.749641,7.098745,2,High,0
11.448526,59.111366,1,Low,0
15.092492,75.088751,5,Medium,0
12.084702,1.629613,3,Low,1
13.935054,52.74704,5,Medium,1
18.748852,33.542094,2,Low,1
16.444168,164.071033,3,Low,0
10.123407,63.187211,1,High,1
16.192691,17.329671,4,Low,1
16.437046,2.364715,4,Low,1
21.858899,65.008181,0,Low,1
12.205515,52.331774,3,Low,1
12.340185,47.441615,4,High,0
15.095121,25.340668,4,Low,1
15.473272,10.243591,3,Medium,0
14.022728,11.399255,3,Low,0
14.78155,46.077084,2,Low,0
12.653203,19.944064,5,High,1
14.269438,25.776674,3,Medium,1
18.664937,16.670168,2,High,1
11.879398,9.991194,1,Medium,1
17.667651,320.734082,6,Low,1
15.224325,72.462658,1,Medium,1
11.01893,55.302415,1,High,1
13.213226,184.73557,3,Medium,1
17.260608,89.002146,4,Low,1
15.574528,11.168671,3,Low,0
17.395225,17.675402,4,Low,0
11.878696,0.612811,1,Medium,0
17.012789,21.145869,3,High,0
12.517141,137.800875,1,Medium,1
16.750806,14.248742,4,Medium,0
11.974702,95.890297,4,Medium,0
9.66236,69.812441,3,Medium,0
19.164204,21.013047,2,Medium,1
14.717491,69.05956,4,Low,0
14.781121,121.162693,2,Low,1
13.202407,0.093898,5,Low,0
13.358362,8.267415,0,Medium,1
15.030668,67.971586,3,Medium,1
13.465687,34.773511,2,High,0
9.876571,7.98888,4,Medium,1
14.656019,57.670795,1,Medium,1
14.321486,5.315093,7,High,1
17.240861,4.871178,4,Low,1
13.671793,51.997613,2,Low,0
11.055731,68.933698,6,Medium,1
14.71557,18.27536,4,High,1
12.498682,19.863234,4,Low,0
13.714687,39.731059,3,High,0
14.832835,24.954927,5,Medium,0
14.623877,70.888729,3,Low,0
19.059762,20.568656,1,Low,1
18.923778,144.357453,5,Low,1
12.452202,37.044683,2,Medium,1
12.27722,8.208309,2,Medium,0
12.137437,22.598491,4,High,0
17.376669,28.905995,3,High,0
13.907066,19.747324,3,Medium,1
14.44191,50.092144,0,Low,1
12.5304,120.923951,1,Low,1
15.768409,27.546317,3,High,1
13.713411,29.63166,6,Low,1
18.062588,22.638184,6,Low,0
14.925699,42.703826,1,Low,1
16.53145,89.589581,2,Low,0
15.837424,125.997964,6,Low,1
15.621127,132.772072,1,Low,0
15.084352,147.742523,4,Low,1
11.738245,140.193845,4,Low,1
10.38589,103.217149,2,Low,0
14.66781,63.221103,1,High,1
15.005564,2.832508,5,High,1
10.976944,52.366933,1,Medium,1
15.370108,26.282974,2,Low,0
10.810791,4.116219,4,High,1
14.167785,117.897387,4,Low,1
14.970278,11.1738,3,Low,1
16.675505,94.337269,3,Low,1
17.40194,11.495389,1,Low,1
12.961943,10.205917,5,Low,0
12.348495,57.003289,2,Low,1
15.468563,24.568526,5,Medium,0
14.353238,6.201775,5,Low,0
13.656553,10.358166,5,Low,0
10.366969,1.420973,6,High,1
18.779293,30.596557,3,Medium,0
16.2479,13.030176,2,Medium,0
20.287857,89.265506,4,Low,0
14.753369,70.176429,3,Low,0
14.790533,5.743715,5,Medium,0
17.570938,28.521646,5,Medium,1
17.700597,13.082672,8,Medium,1
13.683835,26.959542,4,High,1
10.399846,61.517548,3,Low,0
13.722087,88.860643,4,Medium,1
15.11569,23.901113,0,Low,1
10.176696,4.082352,1,Low,0
13.7904,35.97872,3,Low,1
15.416106,8.320023,4,Low,1
16.54791,8.979277,5,Medium,0
14.217036,236.008813,3,Low,1
15.272284,52.030195,2,Low,0
18.448186,2.448273,4,Medium,0
13.458903,7.680683,3,High,1
15.142936,23.095573,2,Low,1
14.78371,131.464764,3,Low,1
13.250916,31.01918,4,Low,0
15.858244,99.142062,3,Medium,1
12.774439,51.358153,2,Low,1
16.204244,138.756983,3,High,1
19.714441,16.491496,1,Low,1
12.077037,76.944267,2,Medium,1
13.233891,124.548052,2,High,0
12.375531,79.70813,1,Medium,1
9.532607,25.795,2,Low,1
17.551967,102.748861,2,Low,0
12.08781,119.328577,2,Medium,1
15.892979,27.855146,2,Low,0
17.909337,68.183878,6,Low,1
14.007844,85.021516,3,Low,1
19.977775,315.375792,4,Medium,1
14.983481,213.845495,0,Medium,1
10.349992,56.472596,2,Low,1
12.950433,41.34305,4,Low,0
16.123406,3.529712,1,Low,1
14.839685,4.697602,3,Low,0
11.158167,22.45562,5,Low,1
13.310066,28.647763,3,Medium,0
10.786801,12.077136,2,Medium,1
10.069731,13.832061,2,Low,1
9.116261,18.181397,3,High,1
14.463409,2.835721,5,Low,1
14.99727,14.777578,3,Low,1
14.692114,4.540195,2,Low,0
12.49036,44.140182,0,High,1
12.843002,32.916395,4,High,1
15.317869,6.914203,4,Low,0
14.430801,67.036634,2,Low,1
15.743364,12.775139,3,High,0
15.287347,111.589091,5,Low,0
15.667158,75.913455,3,Low,0
18.419116,144.450427,7,Medium,0
13.14848,216.371464,4,Low,1
16.578835,54.514462,2,Low,0
17.582592,30.736063,2,Low,0
10.191239,9.223464,2,High,1
17.607902,74.596145,2,Low,1
12.506285,15.052562,3,Medium,0
14.991031,447.095844,4,Low,1
12.350753,19.518544,3,Medium,1
15.201278,63.229293,4,Low,0
12.613729,4.494951,5,Medium,1
17.171785,48.70487,2,Low,1
18.24127,31.895924,5,Medium,1
12.190106,108.87153,8,Low,0
15.411923,99.373948,2,Medium,0
16.445755,12.090541,1,Medium,1
18.299132,38.165421,4,Medium,0
15.881099,107.31595,1,Low,1
15.129031,39.487791,3,Medium,1
18.301327,14.16956,4,Low,1
20.041005,44.958413,2,Low,0
20.801167,14.2847,2,Medium,1
19.690494,77.682271,7,Low,1
13.090383,160.825869,2,High,1
14.821771,46.863117,2,Low,1
10.658107,25.331225,3,Low,0
16.332147,16.94354,2,Low,1
9.517106,21.221686,3,High,0
11.461076,117.019242,3,High,1
21.186374,39.917552,3,Low,1
17.692016,1.981355,4,Medium,1
14.625666,16.446434,5,Low,1
15.967334,22.972459,3,High,1
12.916756,204.986285,4,Low,1
9.805093,61.728335,2,High,1
11.127373,75.321742,2,Medium,0
10.993526,56.508444,0,Low,1
16.171685,83.358281,4,Low,1
22.466699,11.267243,5,Low,1
13.570384,87.328191,4,Medium,0
12.035557,79.750127,6,High,1
12.854185,36.03503,4,High,1
17.9699,57.913295,3,Low,1
18.724372,5.548125,4,Low,1
12.756866,193.975506,5,Medium,1
18.032018,41.314796,4,Medium,1
13.553252,16.25303,6,Low,1
21.246554,48.110059,4,Low,1
16.852024,18.186515,3,Low,0
16.170008,14.584945,1,Medium,0
13.78617,150.748103,1,Medium,1
18.117962,10.416602,2,Medium,0
10.432551,89.884892,3,Medium,0
11.963403,62.346384,4,Low,1
17.439402,9.284316,1,Low,1
16.454516,36.633795,2,Low,1
13.102293,42.238831,4,Low,1
18.036959,21.272795,3,High,1
16.322449,15.958555,1,Medium,1
16.685252,101.624809,3,Medium,1
17.549848,1.819501,3,Medium,0
17.010009,20.566489,3,High,0
10.406652,82.679789,4,Low,1
22.179581,65.312537,4,Low,1
20.202048,26.836911,3,Medium,1
18.948808,7.720091,3,Medium,1
12.415854,15.960971,2,Low,0
16.202218,129.212861,3,Medium,1
11.956203,77.888214,1,Medium,1
16.753648,32.384561,5,Low,0
17.250617,77.503329,1,Low,0
15.723937,162.379996,1,Low,1
14.979238,65.324519,3,Medium,1
15.644789,95.990002,4,Low,0
22.006071,31.482221,2,Medium,1
12.104707,66.839215,2,High,0
11.046491,80.763232,1,Medium,1
18.183819,46.521369,2,High,0
18.123049,221.847299,2,Low,1
16.193998,41.771456,3,Low,1
15.181151,39.867952,4,Low,0
12.460877,33.889171,7,High,0
18.468006,12.941722,0,High,1
9.714344,60.548186,3,Medium,1
12.116419,84.908084,3,Low,1
14.923647,87.317104,5,Medium,0
19.646661,33.119712,3,Medium,1
16.478234,30.752401,4,Medium,1
16.384004,83.861232,2,Low,1
18.271628,54.71099,4,Low,1
14.308054,8.555983,5,Medium,0
17.647912,72.318066,4,Low,1
18.476359,17.464925,3,High,1
18.528016,14.949525,5,Medium,1
11.58857,90.185401,0,Low,0
22.214566,75.096336,2,Medium,1
22.660561,32.716182,1,Low,0
9.393253,35.473124,1,Low,1
16.596354,341.281729,2,Low,1
15.017808,35.250495,1,High,1
13.102537,33.732513,2,Medium,0
13.370873,229.935804,5,Low,1
20.361061,99.485929,2,High,0
15.890116,14.230945,1,Medium,1
12.304435,16.425744,5,Low,1
16.070802,83.863893,7,Low,1
14.143607,37.152044,1,Low,1
19.237373,11.565354,4,Low,0
14.442448,53.405827,4,Medium,1
22.961845,3.403741,3,Low,1
13.379607,39.682479,3,High,0
12.230174,32.218042,2,High,0
15.225589,53.219746,4,Low,0
11.856821,7.314316,2,Low,0
16.875288,5.578511,4,High,0
17.2915,24.659097,4,Low,1
11.976034,32.109643,2,Low,1
14.899483,19.390861,4,High,0
16.208669,60.606017,2,Medium,1
11.964694,117.39546,5,Medium,1
16.828949,205.740125,2,Low,1
15.158424,12.11847,2,Low,1
16.220284,81.374099,2,High,0
6.604903,187.795009,3,Low,1
11.54238,15.275315,2,High,1
15.379937,63.939403,2,Medium,1
19.214514,107.266078,3,Medium,1
19.406288,39.726641,1,High,0
13.945032,88.119543,5,Low,0
14.437732,104.638784,4,Low,0
16.378067,62.048483,7,Low,0
16.526141,9.015559,5,Low,0
12.692372,93.069834,5,Low,1
15.367937,22.527644,1,High,0
13.74627,16.466957,1,Low,0
16.688383,2.263174,3,High,0
14.195729,16.822078,3,Medium,0
18.328435,95.585836,4,Medium,1
14.544016,21.996541,5,High,0
8.827386,14.793343,1,Low,1
14.006205,31.694218,3,High,1
13.768268,20.992606,2,Medium,0
14.552841,24.727126,2,High,1
14.316517,34.460411,2,Low,1
16.382461,20.975519,4,Medium,1
13.235463,78.357099,2,Medium,1
20.773098,123.92475,4,High,1
14.69811,110.404423,1,Low,1
17.888474,36.655723,4,Low,0
12.055188,20.126513,3,Low,1
12.673711,36.466561,3,Medium,1
17.880103,3.417195,4,Low,1
15.69283,17.802069,4,Low,1
17.229464,6.429955,2,Medium,1
16.025296,34.274279,3,Medium,0
11.9283,54.45331,6,Medium,1
13.223025,91.428925,6,High,1
16.0811,8.894964,3,High,1
21.143171,7.356887,2,Low,1
9.691045,9.785899,0,Medium,0
12.033745,18.603553,4,Medium,0
14.08982,11.273902,5,Low,0
12.164086,56.76053,4,Low,1
16.263188,4.035885,1,High,0
16.623654,6.204223,2,Low,1
14.937566,23.894321,2,Low,1
12.238974,78.630224,1,Low,1
15.075628,57.104728,4,Low,1
13.602524,25.99182,4,Low,1
16.661174,202.100149,0,Low,1
16.618588,86.597164,2,Medium,0
18.70794,41.256619,0,High,0
15.421892,225.94043,6,Low,1
17.31789,129.929578,2,Low,0
21.604575,76.367789,5,Medium,1
14.38805,119.092614,3,High,1
13.562395,65.08879,4,Medium,1
17.490644,17.346581,2,Low,1
11.294557,117.322047,4,High,0
13.282875,93.542557,3,Low,1
16.588536,107.271084,2,Low,1
15.311184,15.294373,1,Low,1
13.58367,41.95454,2,Medium,1
7.048035,101.778588,3,Low,1
14.898529,5.216551,5,High,0
18.24539,19.476409,7,Low,1
19.201921,22.127309,3,Low,0
16.42236,79.443079,3,Medium,0
15.137613,74.172141,6,Low,1
23.090761,40.978518,1,Low,1
18.385375,29.657127,2,Low,0
18.426052,37.147997,5,Low,0
22.915755,19.427533,8,High,1
15.309323,54.752642,3,Medium,0
14.149877,93.556746,5,Medium,1
17.146172,8.475686,6,Medium,1
11.494478,96.802455,4,Low,0
14.464836,13.500277,4,High,1
